Id,Reputation,DaysExisted,Views,UpVotes,DownVotes,QuestionViews,QuestionVotes,Questions,Answers,AcceptedAnswers,GoldBadges,SilverBadges,BronzeBadges
"279577","101","87","0","2","0","0","0","0","0","0","0","0","1"
"62256","101","2306","0","1","0","0","0","0","0","0","0","0","2"
"279585","101","87","0","4","0","0","0","0","0","0","0","0","1"
"71464","101","2206","0","0","0","0","0","0","0","0","0","0","0"
"279589","101","87","1","0","0","0","0","0","0","0","0","0","1"
"62249","101","2306","0","2","0","0","0","0","0","0","0","0","1"
"62247","101","2306","1","0","0","0","0","0","0","0","0","0","1"
"71459","101","2206","2","0","0","0","0","0","0","0","0","0","1"
"279598","101","87","1","0","0","18","0","1","0","0","0","0","1"
"71457","101","2206","0","0","0","0","0","0","0","0","0","0","1"
"279606","101","87","0","1","0","0","0","0","0","0","0","0","1"
"279610","101","87","0","1","0","0","0","0","0","0","0","0","1"
"62233","101","2306","0","0","0","0","0","0","0","0","0","0","1"
"71452","101","2206","2","0","0","0","0","0","0","0","0","0","1"
"242340","101","513","0","0","0","78","0","1","0","0","0","0","2"
"71451","101","2206","0","2","0","0","0","0","0","0","0","0","2"
"279630","101","87","0","1","0","0","0","0","0","0","0","0","1"
"62227","101","2306","4","2","0","0","0","0","1","0","0","0","1"
"62226","101","2306","0","0","0","0","0","0","0","0","0","0","1"
"242346","101","513","0","0","0","0","0","0","0","0","0","0","1"
"71445","101","2207","0","0","0","0","0","0","0","0","0","0","0"
"242350","101","513","8","3","0","3064","9","1","0","0","0","1","4"
"242351","101","513","0","6","0","0","0","0","0","0","0","0","2"
"62220","101","2306","4","4","0","0","0","0","0","0","0","0","2"
"71438","101","2207","0","2","0","0","0","0","0","0","0","0","2"
"71437","101","2207","1","0","0","0","0","0","0","0","0","0","0"
"242358","101","513","0","0","0","0","0","0","0","0","0","0","0"
"281135","101","69","0","0","0","0","0","0","0","0","0","0","1"
"281140","101","69","2","0","0","0","0","0","0","0","0","0","1"
"71428","101","2207","0","4","0","0","0","0","0","0","0","0","2"
"71423","101","2207","0","0","0","0","0","0","0","0","0","0","0"
"62204","101","2307","4","0","0","300","0","1","0","0","0","0","1"
"281166","101","68","0","0","0","23","0","1","0","0","0","0","0"
"281171","101","68","1","0","0","11","0","1","0","0","0","0","0"
"62195","101","2307","5","0","0","0","0","0","0","0","0","0","0"
"281175","101","68","0","0","0","0","0","0","0","0","0","0","2"
"71419","101","2207","1","3","0","0","0","0","0","0","0","0","1"
"71416","101","2207","0","4","0","0","0","0","0","0","0","0","2"
"281194","101","68","0","0","0","0","0","0","0","0","0","0","0"
"62186","101","2307","1","0","0","0","0","0","0","0","0","0","1"
"71414","101","2207","0","4","0","0","0","0","0","0","0","0","1"
"62176","101","2307","0","1","0","0","0","0","0","0","0","0","1"
"71385","101","2207","0","1","0","17","0","1","0","0","0","0","2"
"71382","101","2207","1","0","0","0","0","0","0","0","0","0","1"
"281198","101","68","0","1","0","0","0","0","0","0","0","0","1"
"71380","101","2207","0","2","0","0","0","0","0","0","0","0","1"
"236179","101","583","2","0","0","0","0","0","0","0","0","0","2"
"5926","101","3387","0","2","0","0","0","0","0","0","0","0","1"
"249960","101","415","0","0","0","0","0","0","0","0","0","0","0"
"249965","101","415","0","0","0","0","0","0","0","0","0","0","0"
"249969","101","415","0","0","0","0","0","0","0","0","0","0","0"
"236168","101","583","0","0","0","0","0","0","0","0","0","0","0"
"249973","101","415","1","13","0","0","0","0","0","0","0","0","3"
"5930","101","3387","3","0","0","0","0","0","0","0","0","0","1"
"249977","101","415","0","0","0","0","0","0","0","0","0","0","1"
"5932","101","3387","0","0","0","0","0","0","0","0","0","0","0"
"249979","101","415","1","1","0","0","0","0","0","0","0","0","2"
"249983","101","415","0","0","0","0","0","0","0","0","0","0","1"
"236163","101","583","0","3","0","0","0","0","0","0","0","0","1"
"249986","101","415","0","1","0","0","0","0","0","0","0","0","2"
"249988","101","415","0","0","0","0","0","0","0","0","0","0","0"
"249990","101","415","0","5","0","0","0","0","0","0","0","0","2"
"71161","101","2210","0","0","0","0","0","0","0","0","0","0","2"
"249993","101","415","0","0","0","0","0","0","0","0","0","0","1"
"5934","101","3387","3","0","0","0","0","0","0","0","0","0","1"
"249994","101","415","0","0","0","0","0","0","0","0","0","0","1"
"236157","101","583","0","1","0","0","0","0","0","0","0","0","2"
"5936","101","3387","0","0","0","0","0","0","0","0","0","0","0"
"5940","101","3386","1","2","0","0","0","0","0","0","0","0","2"
"5942","101","3386","1","0","0","0","0","0","0","0","0","0","1"
"236150","101","583","0","2","0","0","0","0","0","0","0","0","2"
"250013","101","414","0","2","0","0","0","0","0","0","0","0","2"
"250017","101","414","4","3","0","0","0","0","2","0","0","0","3"
"5943","101","3386","9","4","0","0","0","0","0","0","0","0","2"
"250023","101","414","0","2","0","0","0","0","0","0","0","0","1"
"250031","101","414","0","0","0","0","0","0","0","0","0","0","0"
"250032","101","414","0","0","0","0","0","0","0","0","0","0","0"
"236141","101","584","1","1","0","0","0","0","0","0","0","0","1"
"236136","101","584","0","8","0","0","0","0","0","0","0","0","2"
"71158","101","2210","0","0","0","0","0","0","0","0","0","0","4"
"5946","101","3386","12","0","0","0","0","0","0","0","0","0","1"
"250067","101","413","0","1","0","0","0","0","0","0","0","0","2"
"250076","101","413","0","0","0","0","0","0","0","0","0","0","0"
"5948","101","3386","1","0","0","0","0","0","0","0","0","0","0"
"250093","101","413","0","1","0","0","0","0","0","0","0","0","1"
"5952","101","3386","0","0","0","0","0","0","0","0","0","0","1"
"5954","101","3385","0","3","0","0","0","0","0","0","0","0","2"
"236120","101","584","0","1","0","0","0","0","0","0","0","0","1"
"250122","101","412","1","0","0","0","0","0","0","0","0","0","2"
"71152","101","2210","0","0","0","0","0","0","0","0","0","0","1"
"5958","101","3385","0","0","0","0","0","0","0","0","0","0","1"
"236113","101","584","0","5","0","0","0","0","0","0","0","0","1"
"250135","101","412","0","0","0","0","0","0","0","0","0","0","0"
"5965","101","3385","22","0","0","0","0","0","0","0","0","0","1"
"5968","101","3385","4","1","0","0","0","0","0","0","0","0","1"
"250139","101","412","0","0","0","0","0","0","0","0","0","0","1"
"250157","101","412","0","3","0","0","0","0","0","0","0","0","2"
"250168","101","411","1","2","0","0","0","0","0","0","0","0","2"
"250179","101","411","1","0","0","0","0","0","0","0","0","0","1"
"236101","101","584","0","1","0","0","0","0","0","0","0","0","2"
"5973","101","3384","4","12","0","0","0","0","0","0","0","0","2"
"5974","101","3384","1","0","0","0","0","0","0","0","0","0","1"
"250202","101","411","2","0","0","36","0","1","0","0","0","0","0"
"5984","101","3384","1","0","0","0","0","0","0","0","0","0","0"
"5985","101","3384","0","0","0","0","0","0","0","0","0","0","0"
"5989","101","3383","0","0","0","0","0","0","0","0","0","0","1"
"250216","101","410","0","1","0","0","0","0","0","0","0","0","1"
"250220","101","410","7","19","0","0","0","0","0","0","0","0","2"
"250222","101","410","0","0","0","0","0","0","0","0","0","0","0"
"250223","101","410","0","0","0","0","0","0","0","0","0","0","1"
"250248","101","410","0","0","0","0","0","0","0","0","0","0","1"
"5997","101","3383","1","1","0","0","0","0","0","0","0","0","2"
"6000","101","3383","1","0","0","0","0","0","0","0","0","0","1"
"250259","101","410","0","0","0","0","0","0","0","0","0","0","0"
"250269","101","409","0","0","0","0","0","0","0","0","0","0","1"
"250276","101","409","4","1","0","0","0","0","0","0","0","0","2"
"250279","101","409","0","5","0","0","0","0","0","0","0","0","1"
"6001","101","3383","7","0","0","3020","0","1","0","0","0","1","2"
"281430","101","66","0","0","0","0","0","0","0","0","0","0","0"
"281434","101","66","0","1","0","0","0","0","0","0","0","0","1"
"71242","101","2209","0","0","0","0","0","0","0","0","0","0","1"
"71237","101","2209","0","17","0","0","0","0","0","0","0","0","3"
"71235","101","2209","0","0","0","0","0","0","0","0","0","0","0"
"281468","101","65","0","1","0","0","0","0","0","0","0","0","1"
"236269","101","582","0","2","0","0","0","0","0","0","0","0","2"
"281502","101","65","0","0","0","0","0","0","0","0","0","0","0"
"281504","101","65","0","1","0","0","0","0","0","0","0","0","1"
"71232","101","2209","1","0","0","0","0","0","0","0","0","0","0"
"281513","101","65","0","2","0","62","0","2","0","0","0","0","2"
"281517","101","65","0","0","0","0","0","0","0","0","0","0","0"
"281524","101","65","0","2","0","0","0","0","0","0","0","0","1"
"281526","101","65","0","0","0","0","0","0","0","0","0","0","0"
"236250","101","582","1","0","0","0","0","0","0","0","0","0","1"
"281545","101","65","0","0","0","0","0","0","0","0","0","0","0"
"71227","101","2209","1","0","0","0","0","0","1","0","0","0","1"
"236247","101","582","0","1","0","0","0","0","0","0","0","0","2"
"71226","101","2209","0","11","0","0","0","0","0","0","0","0","2"
"236245","101","582","0","0","0","0","0","0","0","0","0","0","1"
"281549","101","65","0","1","0","0","0","0","0","0","0","0","1"
"281552","101","65","0","0","0","0","0","0","0","0","0","0","0"
"71222","101","2209","1","0","0","0","0","0","0","0","0","0","1"
"71218","101","2209","0","0","0","0","0","0","0","0","0","0","1"
"281555","101","65","0","3","0","0","0","0","0","0","0","0","1"
"71211","101","2209","0","0","0","0","0","0","0","0","0","0","0"
"236239","101","582","2","1","0","0","0","0","0","0","0","0","1"
"236237","101","582","0","1","0","0","0","0","0","0","0","0","1"
"71208","101","2209","1","0","0","0","0","0","0","0","0","0","1"
"249746","101","418","0","0","0","0","0","0","0","0","0","0","1"
"236235","101","582","0","1","0","0","0","0","0","0","0","0","2"
"249765","101","418","0","0","0","0","0","0","0","0","0","0","1"
"242488","101","511","4","0","0","0","0","0","0","0","0","0","2"
"249795","101","418","1","0","0","0","0","0","0","0","0","0","1"
"249801","101","418","0","0","0","0","0","0","0","0","0","0","0"
"249812","101","418","0","0","0","30","0","1","0","0","0","0","0"
"71192","101","2210","0","0","0","68","0","1","0","0","0","0","0"
"249828","101","417","0","0","0","0","0","0","0","0","0","0","1"
"249835","101","417","0","0","0","0","0","0","0","0","0","0","0"
"249838","101","417","0","1","0","0","0","0","0","0","0","0","1"
"249844","101","417","0","0","0","0","0","0","0","0","0","0","1"
"71185","101","2210","0","0","0","0","0","0","0","0","0","0","1"
"71183","101","2210","0","0","0","0","0","0","0","0","0","0","0"
"249850","101","417","0","0","0","0","0","0","0","0","0","0","0"
"5868","101","3392","1","0","0","0","0","0","0","0","0","0","1"
"249852","101","417","0","3","0","0","0","0","0","0","0","0","2"
"71181","101","2210","0","6","0","0","0","0","0","0","0","0","1"
"5872","101","3392","0","0","0","0","0","0","0","0","0","0","1"
"249858","101","417","2","0","0","0","0","0","0","0","0","0","0"
"5889","101","3391","7","1","0","0","0","0","0","0","0","0","2"
"5893","101","3390","0","0","0","0","0","0","0","0","0","0","1"
"71169","101","2210","0","0","0","0","0","0","0","0","0","0","1"
"249861","101","417","0","0","0","0","0","0","0","0","0","0","0"
"249864","101","417","0","0","0","0","0","0","0","0","0","0","0"
"236199","101","583","0","1","0","0","0","0","0","0","0","0","2"
"5903","101","3390","4","0","0","0","0","0","0","0","0","0","1"
"249885","101","416","4","0","0","0","0","0","0","0","0","0","2"
"5904","101","3390","2","23","0","0","0","0","0","0","0","0","2"
"249887","101","416","0","4","0","0","0","0","0","0","0","0","1"
"249895","101","416","0","0","0","0","0","0","0","0","0","0","1"
"249909","101","416","0","2","0","0","0","0","0","0","0","0","1"
"5909","101","3389","4","3","0","0","0","0","0","0","0","0","2"
"249912","101","416","7","1","0","0","0","0","0","0","0","0","1"
"249918","101","416","0","1","0","0","0","0","0","0","0","0","2"
"249921","101","416","0","0","0","0","0","0","0","0","0","0","1"
"249929","101","416","0","0","0","0","0","0","0","0","0","0","1"
"5911","101","3389","3","0","0","0","0","0","0","0","0","0","1"
"249934","101","416","2","0","0","260","0","4","0","0","0","0","1"
"5919","101","3388","4","0","0","0","0","0","0","0","0","0","1"
"5920","101","3388","0","1","0","0","0","0","0","0","0","0","1"
"249944","101","416","0","0","0","0","0","0","0","0","0","0","0"
"249947","101","416","0","0","0","0","0","0","0","0","0","0","1"
"5921","101","3388","0","0","0","0","0","0","0","0","0","0","1"
"238121","101","557","0","1","0","0","0","0","0","0","0","0","2"
"246865","101","456","1","0","0","0","0","0","0","0","0","0","0"
"116060","101","1743","0","0","0","0","0","0","0","0","0","0","1"
"246889","101","456","0","3","0","59","0","2","0","0","0","0","3"
"180810","101","1127","0","0","0","0","0","0","0","0","0","0","0"
"180811","101","1127","2","1","0","0","0","0","0","0","0","0","2"
"116033","101","1744","1","75","0","0","0","0","0","0","0","0","2"
"246901","101","455","0","0","0","0","0","0","0","0","0","0","1"
"246908","101","455","0","3","0","0","0","0","0","0","0","0","1"
"246909","101","455","0","0","0","0","0","0","0","0","0","0","1"
"180823","101","1127","0","0","0","0","0","0","0","0","0","0","0"
"246934","101","455","0","0","0","0","0","0","0","0","0","0","1"
"238100","101","557","0","1","0","0","0","0","0","0","0","0","1"
"116027","101","1744","0","0","0","0","0","0","0","0","0","0","0"
"238093","101","557","1","0","0","0","0","0","0","0","0","0","1"
"246953","101","455","0","0","0","0","0","0","0","0","0","0","0"
"246960","101","455","1","6","0","0","0","0","0","0","0","0","2"
"116022","101","1744","2","1","0","0","0","0","0","0","0","0","3"
"246963","101","455","0","0","0","0","0","0","0","0","0","0","1"
"116020","101","1744","1","3","0","0","0","0","0","0","0","0","2"
"116012","101","1744","1","13","0","0","0","0","0","0","0","0","2"
"246974","101","455","0","1","0","0","0","0","0","0","0","0","1"
"238085","101","557","0","0","0","0","0","0","0","0","0","0","0"
"180835","101","1127","0","1","0","0","0","0","0","0","0","0","1"
"246976","101","454","1","0","0","0","0","0","0","0","0","0","1"
"246979","101","454","0","1","0","0","0","0","0","0","0","0","2"
"246984","101","454","0","1","0","0","0","0","0","0","0","0","1"
"246985","101","454","2","0","0","0","0","0","0","0","0","0","0"
"180836","101","1127","0","2","0","0","0","0","0","0","0","0","2"
"246991","101","454","0","0","0","62","0","1","0","0","0","0","0"
"115995","101","1744","0","1","0","0","0","0","0","0","0","0","1"
"115994","101","1744","0","0","0","0","0","0","0","0","0","0","1"
"246995","101","454","0","1","0","0","0","0","0","0","0","0","2"
"246996","101","454","0","0","0","0","0","0","0","0","0","0","0"
"180846","101","1126","0","0","0","0","0","0","0","0","0","0","0"
"247002","101","454","2","0","0","43","0","1","0","0","0","0","1"
"180847","101","1126","0","1","0","0","0","0","0","0","0","0","2"
"238066","101","557","0","2","0","0","0","0","0","0","0","0","2"
"115984","101","1744","4","0","0","0","0","0","0","0","0","0","1"
"238064","101","557","2","1","0","0","0","0","0","0","0","0","2"
"238063","101","557","0","3","0","0","0","0","0","0","0","0","1"
"247024","101","454","0","5","0","0","0","0","0","0","0","0","1"
"247025","101","454","1","0","0","0","0","0","0","0","0","0","0"
"115982","101","1744","0","0","0","0","0","0","0","0","0","0","1"
"247026","101","454","1","1","0","0","0","0","0","0","0","0","1"
"247035","101","454","1","0","0","0","0","0","0","0","0","0","2"
"247040","101","454","0","0","0","0","0","0","0","0","0","0","0"
"238053","101","557","0","0","0","0","0","0","0","0","0","0","0"
"238052","101","557","0","0","0","0","0","0","0","0","0","0","1"
"247045","101","454","1","0","0","76","0","1","0","0","0","0","1"
"247048","101","454","0","1","0","0","0","0","0","0","0","0","1"
"180850","101","1126","4","79","0","0","0","0","0","0","0","0","3"
"247058","101","453","0","0","0","0","0","0","0","0","0","0","0"
"238041","101","558","0","1","0","0","0","0","0","0","0","0","1"
"180852","101","1126","0","1","0","0","0","0","0","0","0","0","1"
"277341","101","114","0","0","0","0","0","0","0","0","0","0","0"
"238039","101","558","0","1","0","0","0","0","0","0","0","0","1"
"238038","101","558","0","9","0","0","0","0","0","0","0","0","2"
"180853","101","1126","0","0","0","0","0","0","0","0","0","0","1"
"238035","101","558","0","0","0","0","0","0","0","0","0","0","0"
"277369","101","114","1","0","0","76","0","2","0","0","0","0","0"
"238028","101","558","0","0","0","0","0","0","0","0","0","0","0"
"277383","101","113","0","1","0","0","0","0","0","0","0","0","1"
"277402","101","113","0","3","0","0","0","0","0","0","0","0","1"
"277405","101","113","0","1","0","0","0","0","0","0","0","0","1"
"277410","101","113","0","2","0","0","0","0","0","0","0","0","1"
"277421","101","113","0","0","0","0","0","0","0","0","0","0","0"
"277430","101","113","0","1","0","0","0","0","0","0","0","0","1"
"277445","101","113","0","0","0","0","0","0","0","0","0","0","1"
"238009","101","558","0","2","0","0","0","0","0","0","0","0","2"
"277451","101","113","0","0","0","0","0","0","0","0","0","0","1"
"277466","101","112","0","0","0","0","0","0","0","0","0","0","0"
"115966","101","1744","0","0","0","0","0","0","0","0","0","0","0"
"277481","101","112","2","0","0","0","0","0","0","0","0","0","1"
"180862","101","1126","0","1","0","0","0","0","0","0","0","0","2"
"105264","101","1838","0","1","0","0","0","0","0","0","0","0","2"
"105263","101","1838","0","0","0","0","0","0","0","0","0","0","1"
"105260","101","1838","0","0","0","0","0","0","0","0","0","0","0"
"246554","101","460","0","2","0","38","0","1","0","0","0","0","1"
"116197","101","1742","2","0","0","0","0","0","0","0","0","0","0"
"105256","101","1838","1","0","0","0","0","0","0","0","0","0","1"
"105255","101","1838","1","1","0","0","0","0","0","0","0","0","2"
"246564","101","460","0","0","0","0","0","0","0","0","0","0","1"
"116194","101","1742","0","0","0","0","0","0","0","0","0","0","0"
"105243","101","1838","0","0","0","0","0","0","0","0","0","0","1"
"180748","101","1127","0","4","0","0","0","0","0","0","0","0","1"
"246568","101","460","0","0","0","0","0","0","0","0","0","0","0"
"246588","101","460","0","1","0","0","0","0","0","0","0","0","1"
"105237","101","1838","0","3","0","0","0","0","0","0","0","0","2"
"180749","101","1127","0","0","0","0","0","0","0","0","0","0","1"
"246596","101","460","0","1","0","0","0","0","0","0","0","0","2"
"105235","101","1838","0","1","0","0","0","0","0","0","0","0","1"
"246601","101","460","0","0","0","0","0","0","0","0","0","0","0"
"116187","101","1742","4","0","0","0","0","0","0","0","0","0","2"
"246635","101","459","0","0","0","0","0","0","0","0","0","0","1"
"105221","101","1838","1","2","0","0","0","0","0","0","0","0","1"
"105220","101","1838","0","0","0","0","0","0","0","0","0","0","1"
"246637","101","459","0","0","0","0","0","0","0","0","0","0","1"
"180754","101","1127","0","1","0","0","0","0","0","0","0","0","2"
"180755","101","1127","0","3","0","0","0","0","0","0","0","0","2"
"105211","101","1838","5","2","0","0","0","0","0","0","0","0","2"
"246658","101","459","2","0","0","0","0","0","0","0","0","0","0"
"180757","101","1127","0","1","0","0","0","0","0","0","0","0","1"
"116177","101","1742","0","10","0","0","0","0","0","0","0","0","2"
"116173","101","1742","1","0","0","0","0","0","0","0","0","0","0"
"116151","101","1742","0","22","0","0","0","0","0","0","0","0","2"
"105199","101","1838","0","1","0","0","0","0","0","0","0","0","1"
"105197","101","1838","0","0","0","0","0","0","0","0","0","0","1"
"105193","101","1839","0","1","0","0","0","0","0","0","0","0","2"
"246682","101","459","1","0","0","0","0","0","0","0","0","0","1"
"180769","101","1127","1","0","0","0","0","0","0","0","0","0","1"
"238177","101","556","0","0","0","0","0","0","0","0","0","0","1"
"246692","101","459","2","0","0","0","0","0","0","0","0","0","0"
"246701","101","458","0","2","0","0","0","0","0","0","0","0","1"
"116148","101","1742","1","0","0","0","0","0","0","0","0","0","0"
"246720","101","458","0","0","0","0","0","0","0","0","0","0","1"
"238168","101","556","0","2","0","0","0","0","0","0","0","0","2"
"116143","101","1742","0","8","0","0","0","0","0","0","0","0","2"
"246722","101","458","0","0","0","0","0","0","0","0","0","0","1"
"116130","101","1742","0","2","0","0","0","0","0","0","0","0","1"
"246738","101","458","3","0","0","0","0","0","0","0","0","0","0"
"116122","101","1742","0","0","0","0","0","0","0","0","0","0","0"
"246750","101","458","0","1","0","0","0","0","0","0","0","0","2"
"116111","101","1743","0","2","0","0","0","0","0","0","0","0","1"
"238159","101","556","0","0","0","0","0","0","0","0","0","0","1"
"180789","101","1127","0","0","0","0","0","0","0","0","0","0","0"
"238158","101","556","2","0","0","0","0","0","0","0","0","0","0"
"116099","101","1743","1","1","0","0","0","0","0","0","0","0","3"
"116098","101","1743","0","0","0","0","0","0","0","0","0","0","1"
"238156","101","556","0","0","0","0","0","0","0","0","0","0","0"
"246761","101","458","1","0","0","0","0","0","0","0","0","0","2"
"246767","101","458","2","1","0","0","0","0","0","0","0","0","2"
"246769","101","458","0","0","0","0","0","0","0","0","0","0","1"
"246772","101","458","0","2","0","0","0","0","0","0","0","0","1"
"246773","101","458","0","7","0","0","0","0","0","0","0","0","2"
"116097","101","1743","0","1","0","0","0","0","0","0","0","0","2"
"116092","101","1743","3","0","0","0","0","0","0","0","0","0","3"
"116090","101","1743","0","0","0","0","0","0","0","0","0","0","0"
"116088","101","1743","1","0","0","0","0","0","0","0","0","0","2"
"246805","101","457","0","0","0","0","0","0","0","0","0","0","0"
"238138","101","556","0","21","0","0","0","0","1","0","0","0","2"
"116079","101","1743","0","2","0","0","0","0","0","0","0","0","1"
"238135","101","557","0","0","0","0","0","0","0","0","0","0","0"
"238132","101","557","0","1","0","0","0","0","0","0","0","0","2"
"246822","101","457","1","0","0","39","0","1","0","0","0","0","1"
"238130","101","557","1","0","0","31","0","1","0","0","0","0","0"
"246833","101","456","0","3","0","0","0","0","0","0","0","0","3"
"246842","101","456","0","0","0","0","0","0","0","0","0","0","1"
"246849","101","456","0","0","0","0","0","0","0","0","0","0","1"
"238123","101","557","0","1","0","0","0","0","0","0","0","0","2"
"237869","101","560","0","0","0","0","0","0","0","0","0","0","1"
"248674","101","433","0","0","0","0","0","0","0","0","0","0","0"
"248698","101","432","0","1","0","0","0","0","0","0","0","0","1"
"248699","101","432","0","0","0","0","0","0","0","0","0","0","1"
"248701","101","432","1","0","0","82","0","1","1","0","0","0","1"
"237863","101","560","0","1","0","23","0","1","0","0","0","0","3"
"248713","101","432","0","0","0","0","0","0","0","0","0","0","1"
"237860","101","560","0","0","0","0","0","0","0","0","0","0","1"
"248715","101","432","0","0","0","0","0","0","0","0","0","0","0"
"248722","101","432","0","0","0","0","0","0","0","0","0","0","1"
"248724","101","432","0","1","0","0","0","0","0","0","0","0","2"
"115866","101","1745","0","1","0","0","0","0","0","0","0","0","2"
"248734","101","432","0","2","0","0","0","0","0","0","0","0","2"
"115863","101","1745","0","3","0","0","0","0","0","0","0","0","2"
"237849","101","560","1","0","0","0","0","0","0","0","0","0","2"
"237848","101","560","0","0","0","95","0","1","0","0","0","0","1"
"237842","101","561","0","0","0","0","0","0","0","0","0","0","0"
"248790","101","431","0","2","0","0","0","0","0","0","0","0","2"
"248797","101","431","1","1","0","0","0","0","0","0","0","0","1"
"237836","101","561","3","0","0","108","0","4","0","0","0","0","1"
"115860","101","1745","0","5","0","0","0","0","0","0","0","0","2"
"248800","101","431","0","1","0","0","0","0","0","0","0","0","1"
"237833","101","561","0","1","0","0","0","0","0","0","0","0","1"
"248803","101","431","0","0","0","0","0","0","0","0","0","0","1"
"248804","101","431","0","2","0","0","0","0","0","0","0","0","2"
"248806","101","431","0","0","0","0","0","0","0","0","0","0","0"
"248811","101","431","0","0","0","0","0","0","0","0","0","0","0"
"248812","101","431","2","1","0","0","0","0","0","0","0","0","3"
"115859","101","1745","4","2","0","10","0","1","0","0","0","0","1"
"115853","101","1745","0","4","0","0","0","0","0","0","0","0","1"
"248829","101","431","0","0","0","0","0","0","0","0","0","0","0"
"115832","101","1745","1","0","0","0","0","0","0","0","0","0","1"
"248837","101","431","0","0","0","0","0","0","0","0","0","0","1"
"237815","101","561","0","3","0","0","0","0","0","0","0","0","1"
"248862","101","431","0","3","0","0","0","0","0","0","0","0","1"
"248869","101","430","2","1","0","70","1","1","0","0","0","0","3"
"115824","101","1745","0","0","0","0","0","0","0","0","0","0","0"
"248876","101","430","0","0","0","0","0","0","0","0","0","0","0"
"180924","101","1126","2","2","0","0","0","0","0","0","0","0","3"
"248891","101","430","0","0","0","0","0","0","0","0","0","0","1"
"248896","101","430","1","2","0","52","0","1","0","0","0","0","2"
"248904","101","430","0","0","0","0","0","0","0","0","0","0","1"
"115820","101","1745","1","0","0","0","0","0","0","0","0","0","1"
"180927","101","1126","0","0","0","0","0","0","0","0","0","0","1"
"237794","101","561","0","9","0","0","0","0","0","0","0","0","1"
"248925","101","430","0","0","0","0","0","0","0","0","0","0","1"
"115811","101","1745","0","2","0","0","0","0","0","0","0","0","2"
"237789","101","561","0","1","0","0","0","0","0","0","0","0","2"
"248940","101","430","0","2","0","0","0","0","0","0","0","0","2"
"180931","101","1126","2","2","0","0","0","0","0","0","0","0","1"
"115806","101","1746","1","4","0","0","0","0","0","0","0","0","2"
"115802","101","1746","1","0","0","0","0","0","0","0","0","0","0"
"115798","101","1746","1","0","0","0","0","0","0","0","0","0","0"
"237780","101","562","0","9","0","0","0","0","0","0","0","0","2"
"237779","101","562","10","0","0","0","0","0","3","2","0","0","2"
"180944","101","1126","21","7","0","0","0","0","0","0","0","0","2"
"14114","101","3035","0","0","0","0","0","0","0","0","0","0","1"
"237775","101","562","0","0","0","0","0","0","0","0","0","0","0"
"115792","101","1746","0","0","0","0","0","0","0","0","0","0","2"
"115789","101","1746","0","0","0","0","0","0","0","0","0","0","1"
"14116","101","3035","2","2","0","0","0","0","0","0","0","0","1"
"115787","101","1746","0","11","0","0","0","0","0","0","0","0","1"
"115786","101","1746","0","0","0","0","0","0","0","0","0","0","0"
"14121","101","3035","0","1","0","0","0","0","0","0","0","0","2"
"14123","101","3035","2","0","0","0","0","0","0","0","0","0","2"
"237769","101","562","0","5","0","0","0","0","0","0","0","0","2"
"14127","101","3035","15","2","0","0","0","0","0","0","0","0","4"
"14128","101","3035","3","1","0","0","0","0","0","0","0","0","3"
"115782","101","1746","0","2","0","0","0","0","0","0","0","0","1"
"115779","101","1746","0","0","0","0","0","0","0","0","0","0","1"
"115775","101","1746","0","1","0","0","0","0","0","0","0","0","3"
"115774","101","1746","0","0","0","0","0","0","0","0","0","0","0"
"14135","101","3035","0","0","0","0","0","0","0","0","0","0","1"
"237759","101","562","0","0","0","0","0","0","0","0","0","0","0"
"180964","101","1125","4","1","0","56","0","1","0","0","0","0","2"
"238001","101","558","1","0","0","0","0","0","0","0","0","0","1"
"237999","101","558","2","0","0","0","0","0","1","0","0","0","2"
"277491","101","112","1","0","0","0","0","0","0","0","0","0","0"
"277494","101","112","0","0","0","0","0","0","0","0","0","0","0"
"115964","101","1744","1","0","0","70","-2","1","0","0","0","0","3"
"277520","101","112","0","0","0","0","0","0","0","0","0","0","0"
"277523","101","112","0","0","0","0","0","0","0","0","0","0","0"
"277524","101","112","0","0","0","0","0","0","0","0","0","0","0"
"277531","101","112","0","0","0","0","0","0","0","0","0","0","0"
"237987","101","558","0","0","0","0","0","0","0","0","0","0","1"
"277535","101","111","0","0","0","17","0","1","0","0","0","0","1"
"237984","101","558","0","1","0","0","0","0","0","0","0","0","2"
"115963","101","1744","2","4","0","0","0","0","0","0","0","0","1"
"277541","101","111","0","0","0","0","0","0","0","0","0","0","0"
"277545","101","111","0","0","0","0","0","0","0","0","0","0","0"
"277568","101","111","0","2","0","0","0","0","0","0","0","0","1"
"277570","101","111","0","1","0","0","0","0","0","0","0","0","1"
"237974","101","559","0","0","0","0","0","0","0","0","0","0","1"
"115929","101","1745","0","0","0","0","0","0","0","0","0","0","0"
"277584","101","111","0","0","0","0","0","0","0","0","0","0","0"
"115928","101","1745","2","0","0","0","0","0","0","0","0","0","1"
"277606","101","111","0","2","0","0","0","0","0","0","0","0","1"
"277607","101","111","0","0","0","0","0","0","0","0","0","0","0"
"237962","101","559","0","0","0","0","0","0","0","0","0","0","1"
"277608","101","111","0","0","0","0","0","0","0","0","0","0","0"
"115924","101","1745","1","16","0","0","0","0","0","0","0","0","1"
"237953","101","559","0","0","0","0","0","0","0","0","0","0","0"
